symbol,momentum_sign,portfolio
lowvol_plus,0.25,377436.2416107383
momentum_plus,0.9230769230769231,1393610.7382550337
quality_plus,0.9230769230769231,1393610.7382550337
us_treasury,0,1854e3
value_plus,0.7692307692307693,1161342.2818791948
