symbol,momentum_sign,portfolio
lowvol_plus,0.25,376764.70588235295
momentum_plus,0.9166666666666666,1381470.5882352942
quality_plus,0.9166666666666666,1381470.5882352942
us_treasury,0,183e4
value_plus,0.75,1130294.117647059
